"N"	"Accession"	"Gene_Symbol"	"Protein_Name"
"297"	144	"IPI:IPI00000779.1"	"ADAM22"	"Isoform 1 of ADAM 22 precursor"
"298"	144	"IPI:IPI00220635.1"	"ADAM22"	"Isoform 5 of ADAM 22 precursor"
"299"	144	"IPI:IPI00220634.1"	"ADAM22"	"Isoform 4 of ADAM 22 precursor"
"300"	144	"IPI:IPI00220631.3"	"ADAM22"	"Isoform 2 of ADAM 22 precursor"
"301"	145	"IPI:IPI00219583.1"	"SHBG"	"Isoform 2 of Sex hormone-binding globulin precursor"
"302"	145	"IPI:IPI00023019.1"	"SHBG"	"Isoform 1 of Sex hormone-binding globulin precursor"
"303"	146	"IPI:IPI00783442.1"	"ATP10A"	"Probable phospholipid-transporting ATPase VA"
"304"	147	"IPI:IPI00024284.4"	"HSPG2"	"Basement membrane-specific heparan sulfate proteoglycan core protein precursor"
"305"	148	"IPI:IPI00844400.1"	"C1QA"	"23 kDa protein"
"306"	148	"IPI:IPI00022392.1"	"C1QA"	"Complement C1q subcomponent subunit A precursor"
"307"	149	"IPI:IPI00026199.1"	"GPX3"	"Glutathione peroxidase 3 precursor"
"308"	150	"IPI:IPI00760962.1"	"KANK2"	"Isoform 2 of Ankyrin repeat domain-containing protein 25"
"309"	150	"IPI:IPI00760928.1"	"KANK2"	"Isoform 3 of Ankyrin repeat domain-containing protein 25"
"310"	150	"IPI:IPI00470559.2"	"KANK2"	"Isoform 1 of Ankyrin repeat domain-containing protein 25"
"311"	150	"IPI:IPI00878953.1"	"APOE"	"MRNA for apolipoprotein E"
"312"	150	"IPI:IPI00021842.1"	"APOE"	"Apolipoprotein E precursor"
"313"	150	"IPI:IPI00013537.3"	"KANK2"	"CDNA FLJ20004 fis, clone ADKA02391"
"314"	150	"IPI:IPI00879456.1"	"APOE"	"25 kDa protein"
"315"	150	"IPI:IPI00879368.1"	"APOE"	"Apolipoprotein E"
"316"	151	"IPI:IPI00645313.2"	"CNTNAP3"	"Isoform 2 of Contactin-associated protein-like 3 precursor"
"317"	151	"IPI:IPI00001245.7"	"CNTNAP3"	"Isoform 1 of Contactin-associated protein-like 3 precursor"
"318"	151	"IPI:IPI00643809.1"	"CNTNAP3B"	"Protein"
"319"	151	"IPI:IPI00830111.2"	"CNTNAP3"	"Uncharacterized protein CNTNAP3"
"320"	151	"IPI:IPI00647097.1"	"CNTNAP3B"	"similar to Contactin-associated protein-like 3 precursor"
"321"	151	"IPI:IPI00619905.3"	"CNTNAP3"	"122 kDa protein"
"322"	151	"IPI:IPI00382526.4"	"CNTNAP3B"	"131 kDa protein"
"323"	151	"IPI:IPI00869069.1"	"CNTNAP3B"	"81 kDa protein"
"324"	151	"IPI:IPI00794588.1"	"RP11-138L21.1"	"CDNA FLJ30083 fis, clone BGGI12001097, weakly similar to Homo sapiens contactin associated protein (Caspr) mRNA"
"325"	151	"IPI:IPI00786977.1"	"CNTNAP3"	"similar to Contactin-associated protein-like 3 precursor"
"326"	152	"IPI:IPI00018219.1"	"TGFBI"	"Transforming growth factor-beta-induced protein ig-h3 precursor"
"327"	153	"IPI:IPI00021364.1"	"CFP"	"Properdin precursor"
"328"	154	"IPI:IPI00784942.1"	"-"	"Putative uncharacterized protein DKFZp686E23209"
"329"	154	"IPI:IPI00399007.5"	"IGHG2"	"Putative uncharacterized protein DKFZp686I04196 (Fragment)"
"330"	154	"IPI:IPI00426051.3"	"-"	"Putative uncharacterized protein DKFZp686C15213"
"331"	154	"IPI:IPI00784807.1"	"-"	"Putative uncharacterized protein"
"332"	154	"IPI:IPI00829767.1"	"IGHG2"	"Uncharacterized protein IGHG2 (Fragment)"
"333"	155	"IPI:IPI00021817.1"	"PROC"	"Vitamin K-dependent protein C precursor"
"334"	156	"IPI:IPI00816775.1"	"-"	"F5-20 (Fragment)"
"335"	156	"IPI:IPI00784842.1"	"IGHV4-31"	"Putative uncharacterized protein DKFZp686G11190"
"336"	157	"IPI:IPI00218326.1"	"SP100"	"Isoform Sp100-C of Nuclear autoantigen Sp-100"
"337"	158	"IPI:IPI00479471.2"	"SPATA13"	"Spermatogenesis associated 13"
"338"	158	"IPI:IPI00043546.5"	"SPATA13"	"Spermatogenesis-associated protein 13"
"339"	159	"IPI:IPI00218795.1"	"SELL"	"L-selectin precursor"
"340"	159	"IPI:IPI00646956.1"	"SELP"	"Selectin P"
"341"	159	"IPI:IPI00644144.1"	"SELP"	"Selectin P"
"342"	159	"IPI:IPI00643835.1"	"SELP"	"Selectin P"
"343"	159	"IPI:IPI00514233.1"	"SELP"	"Selectin P"
"344"	159	"IPI:IPI00295339.3"	"SELP"	"P-selectin precursor"
"345"	159	"IPI:IPI00645768.1"	"SELE"	"Selectin E"
"346"	159	"IPI:IPI00645234.1"	"SELP"	"Selectin P"
"347"	159	"IPI:IPI00640405.1"	"SELP"	"Selectin P"
"348"	159	"IPI:IPI00514796.1"	"SELP"	"Selectin P"
"349"	159	"IPI:IPI00514728.1"	"SELE"	"Selectin E"
"350"	159	"IPI:IPI00514521.1"	"SELE"	"Selectin E"
"351"	159	"IPI:IPI00514342.1"	"SELE"	"Selectin E"
"352"	159	"IPI:IPI00296542.1"	"SELE"	"E-selectin precursor"
"353"	160	"IPI:IPI00844035.1"	"NEBL"	"Nebulette"
"354"	160	"IPI:IPI00872370.1"	"NEBL"	"117 kDa protein"
"355"	160	"IPI:IPI00645083.1"	"NEBL"	"Nebulette"
"356"	160	"IPI:IPI00552618.1"	"NEBL"	"Nebulette"
"357"	161	"IPI:IPI00793949.2"	"MARCH10"	"Probable E3 ubiquitin-protein ligase MARCH10"
"358"	162	"IPI:IPI00828192.1"	"CD44"	"Isoform 17 of CD44 antigen precursor"
"359"	162	"IPI:IPI00828117.1"	"CD44"	"Isoform 5 of CD44 antigen precursor"
"360"	162	"IPI:IPI00828108.1"	"CD44"	"Isoform 15 of CD44 antigen precursor"
"361"	162	"IPI:IPI00828064.1"	"CD44"	"Isoform 6 of CD44 antigen precursor"
"362"	162	"IPI:IPI00828056.1"	"CD44"	"Isoform 16 of CD44 antigen precursor"
"363"	162	"IPI:IPI00827982.1"	"CD44"	"Isoform 13 of CD44 antigen precursor"
"364"	162	"IPI:IPI00827937.1"	"CD44"	"Isoform 14 of CD44 antigen precursor"
"365"	162	"IPI:IPI00827893.1"	"CD44"	"Isoform 11 of CD44 antigen precursor"
"366"	162	"IPI:IPI00827795.1"	"CD44"	"Isoform 8 of CD44 antigen precursor"
"367"	162	"IPI:IPI00827658.1"	"CD44"	"Isoform 7 of CD44 antigen precursor"
"368"	162	"IPI:IPI00827650.1"	"CD44"	"Isoform 3 of CD44 antigen precursor"
"369"	162	"IPI:IPI00827555.1"	"CD44"	"Isoform 9 of CD44 antigen precursor"
"370"	162	"IPI:IPI00798069.1"	"CD44"	"CD44 molecule"
"371"	162	"IPI:IPI00419219.3"	"CD44"	"Isoform 10 of CD44 antigen precursor"
"372"	162	"IPI:IPI00418465.4"	"CD44"	"Isoform 4 of CD44 antigen precursor"
"373"	162	"IPI:IPI00305064.1"	"CD44"	"Isoform CD44 of CD44 antigen precursor"
"374"	162	"IPI:IPI00297160.4"	"CD44"	"Isoform 12 of CD44 antigen precursor"
"375"	163	"IPI:IPI00387100.1"	"-"	"Ig kappa chain V-I region Roy"
"376"	163	"IPI:IPI00472961.2"	"IGKC"	"IGKC protein"
"377"	163	"IPI:IPI00784661.1"	"-"	"Putative uncharacterized protein"
"378"	163	"IPI:IPI00807459.1"	"IGKC"	"IGKC protein"
"379"	163	"IPI:IPI00003469.1"	"-"	"Ig kappa chain V-I region WEA"
"380"	163	"IPI:IPI00387099.1"	"-"	"Ig kappa chain V-I region Rei"
"381"	163	"IPI:IPI00827485.1"	"-"	"BRE (Fragment)"
"382"	163	"IPI:IPI00387022.1"	"-"	"Ig kappa chain V-I region AG"
"383"	163	"IPI:IPI00398220.1"	"-"	"Myosin-reactive immunoglobulin light chain variable region (Fragment)"
"384"	163	"IPI:IPI00384398.1"	"-"	"Myosin-reactive immunoglobulin light chain variable region (Fragment)"
"385"	163	"IPI:IPI00829804.1"	"-"	"13 kDa protein"
"386"	163	"IPI:IPI00385556.1"	"-"	"Ig kappa chain V-I region Daudi precursor"
"387"	163	"IPI:IPI00854582.1"	"-"	"Uncharacterized protein ENSP00000374793"
"388"	163	"IPI:IPI00830122.1"	"-"	"A30"
"389"	163	"IPI:IPI00829980.2"	"-"	"Myosin-reactive immunoglobulin light chain variable region (Fragment)"
"390"	163	"IPI:IPI00829699.1"	"-"	"V(k)3 sequence of NG9 gene from fetal liver DNA precursor"
"391"	163	"IPI:IPI00743963.1"	"IGKC"	"Ig kappa chain V-I region HK101 precursor (Fragment)"
"392"	163	"IPI:IPI00387094.1"	"-"	"Ig kappa chain V-I region Hau"
"393"	163	"IPI:IPI00385614.1"	"-"	"Ig kappa chain V-I region WAT"
"394"	163	"IPI:IPI00024134.1"	"IGKC"	"Ig kappa chain V-I region Walker precursor"
"395"	163	"IPI:IPI00387027.1"	"-"	"Ig kappa chain V-I region Gal"
"396"	163	"IPI:IPI00387101.1"	"-"	"Ig kappa chain V-I region Scw"
"397"	163	"IPI:IPI00382577.1"	"-"	"Kappa 1 light chain variable region (Fragment)"
"398"	163	"IPI:IPI00003111.6"	"LOC652694"	"Ig kappa chain V-I region AU"
"399"	164	"IPI:IPI00178926.2"	"IGJ"	"immunoglobulin J chain"
"400"	165	"IPI:IPI00021854.1"	"APOA2"	"Apolipoprotein A-II precursor"
"401"	166	"IPI:IPI00654875.1"	"C4B"	"Complement C4-B precursor"
"402"	166	"IPI:IPI00032258.4"	"C4A;C4B"	"Complement C4-A precursor"
"403"	167	"IPI:IPI00827488.1"	"IGKC"	"IGKC protein"
"404"	167	"IPI:IPI00829873.1"	"-"	"13 kDa protein"
"405"	168	"IPI:IPI00472345.1"	"IGHG3"	"IGHG3 protein"
"406"	169	"IPI:IPI00430847.1"	"IGKC"	"IGKC protein"
"407"	169	"IPI:IPI00829650.1"	"-"	"Similar to Ig kappa chain V-I region HK101 precursor"
"408"	169	"IPI:IPI00003470.1"	"-"	"Ig kappa chain V-I region Wes"
"409"	170	"IPI:IPI00478600.3"	"IGKV1-5"	"IGKV1-5 protein"
"410"	170	"IPI:IPI00829956.1"	"-"	"Rheumatoid factor C6 light chain (Fragment)"
"411"	170	"IPI:IPI00387026.1"	"-"	"Ig kappa chain V-I region EU"
"412"	170	"IPI:IPI00829912.1"	"IGKV1-5"	"Ig kappa chain V-I region HK102 precursor"
"413"	170	"IPI:IPI00387024.1"	"-"	"Ig kappa chain V-I region CAR"
"414"	171	"IPI:IPI00385264.1"	"-"	"Ig mu heavy chain disease protein"
"415"	172	"IPI:IPI00166866.3"	"IGHV3OR16-13;IGHA1"	"IGHA1 protein"
"416"	172	"IPI:IPI00007899.4"	"-"	"Single chain Fv (Fragment)"
"417"	172	"IPI:IPI00854667.1"	"-"	"Uncharacterized protein ENSP00000375015"
"418"	173	"IPI:IPI00791350.1"	"CLEC3B"	"11 kDa protein"
"419"	173	"IPI:IPI00792115.1"	"CLEC3B"	"Putative uncharacterized protein DKFZp686H17246"
"420"	174	"IPI:IPI00020091.1"	"ORM2"	"Alpha-1-acid glycoprotein 2 precursor"
"421"	175	"IPI:IPI00385555.1"	"-"	"Ig kappa chain V-I region BAN"
"422"	175	"IPI:IPI00829836.1"	"-"	"Uncharacterized protein ENSP00000374797"
"423"	176	"IPI:IPI00027482.1"	"SERPINA6"	"Corticosteroid-binding globulin precursor"
"424"	177	"IPI:IPI00221224.6"	"ANPEP"	"Aminopeptidase N"
"425"	178	"IPI:IPI00397808.3"	"LOC388720"	"similar to ubiquitin and ribosomal protein S27a precursor"
"426"	178	"IPI:IPI00794205.1"	"-"	"26 kDa protein"
"427"	178	"IPI:IPI00418813.2"	"-"	"CDNA FLJ46113 fis, clone TESTI2036285, highly similar to Rattus norvegicus ubiquitin C"
"428"	178	"IPI:IPI00873004.1"	"UBA52"	"11 kDa protein"
"429"	178	"IPI:IPI00793330.1"	"UBC;RPS27A;UBB"	"12 kDa protein"
"430"	178	"IPI:IPI00788210.1"	"LOC728590"	"similar to ribosomal protein S27a"
"431"	178	"IPI:IPI00456429.3"	"UBA52"	"ubiquitin and ribosomal protein L40 precursor"
"432"	178	"IPI:IPI00879555.1"	"-"	"9 kDa protein"
"433"	178	"IPI:IPI00873444.1"	"UBC;RPS27A;UBB"	"79 kDa protein"
"434"	178	"IPI:IPI00798155.3"	"UBC;RPS27A;UBB"	"Ubiquitin C splice variant"
"435"	178	"IPI:IPI00798127.1"	"UBC;RPS27A;UBB"	"ubiquitin C"
"436"	178	"IPI:IPI00797482.1"	"UBC;RPS27A;UBB"	"cDNA FLJ75516, highly similar to Xenopus tropicalis ubiquitin C, mRNA"
"437"	178	"IPI:IPI00797400.1"	"UBC;RPS27A;UBB"	"19 kDa protein"
"438"	178	"IPI:IPI00796600.1"	"UBC;RPS27A;UBB"	"18 kDa protein"
"439"	178	"IPI:IPI00796007.1"	"UBC;RPS27A;UBB"	"17 kDa protein"
"440"	178	"IPI:IPI00795527.1"	"UBC;RPS27A;UBB"	"21 kDa protein"
"441"	178	"IPI:IPI00794925.1"	"UBC;RPS27A;UBB"	"21 kDa protein"
"442"	178	"IPI:IPI00794211.1"	"UBC;RPS27A;UBB"	"18 kDa protein"
"443"	178	"IPI:IPI00793810.1"	"UBC;RPS27A;UBB"	"19 kDa protein"
"444"	178	"IPI:IPI00793729.1"	"UBC;RPS27A;UBB"	"UBC protein"
"445"	178	"IPI:IPI00792712.1"	"UBC;RPS27A;UBB"	"39 kDa protein"
"446"	178	"IPI:IPI00792139.1"	"UBC;RPS27A;UBB"	"9 kDa protein"
"447"	178	"IPI:IPI00790633.1"	"UBC;RPS27A;UBB"	"25 kDa protein"
"448"	178	"IPI:IPI00789823.1"	"UBC;RPS27A;UBB"	"16 kDa protein"
"449"	178	"IPI:IPI00789107.1"	"UBC;RPS27A;UBB"	"30 kDa protein"
"450"	178	"IPI:IPI00784990.2"	"UBC;RPS27A;UBB"	"Ubiquitin C splice variant"
"451"	178	"IPI:IPI00744274.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"452"	178	"IPI:IPI00743650.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"453"	178	"IPI:IPI00743241.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"454"	178	"IPI:IPI00719280.2"	"UBC;RPS27A;UBB"	"ubiquitin B precursor"
"455"	178	"IPI:IPI00654754.1"	"UBC;RPS27A;UBB"	"RPS27A protein"
"456"	178	"IPI:IPI00179330.6"	"UBC;RPS27A;UBB"	"ubiquitin and ribosomal protein S27a precursor"
"457"	179	"IPI:IPI00073777.1"	"PLXDC2"	"Isoform 2 of Plexin domain-containing protein 2 precursor"
"458"	179	"IPI:IPI00044369.2"	"PLXDC2"	"Isoform 1 of Plexin domain-containing protein 2 precursor"
"459"	180	"IPI:IPI00015924.1"	"TFIP11"	"Isoform 1 of Tuftelin-interacting protein 11"
"460"	180	"IPI:IPI00879058.1"	"TFIP11"	"Protein"
"461"	181	"IPI:IPI00478260.1"	"NMT2"	"Uncharacterized protein NMT2"
"462"	181	"IPI:IPI00030223.3"	"NMT2"	"Glycylpeptide N-tetradecanoyltransferase 2"
"463"	181	"IPI:IPI00477856.3"	"NMT2"	"Glycylpeptide N-tetradecanoyltransferase"
"464"	181	"IPI:IPI00815834.1"	"NMT2"	"NMT2 protein (Fragment)"
"465"	182	"IPI:IPI00007199.4"	"SERPINA10"	"Protein Z-dependent protease inhibitor precursor"
"466"	183	"IPI:IPI00852826.2"	"APOL1"	"42 kDa protein"
"467"	183	"IPI:IPI00514475.4"	"APOL1"	"Isoform 1 of Apolipoprotein-L1 precursor"
"468"	183	"IPI:IPI00186903.3"	"APOL1"	"Isoform 2 of Apolipoprotein-L1 precursor"
"469"	184	"IPI:IPI00301143.5"	"PI16"	"Isoform 1 of Peptidase inhibitor 16 precursor"
"470"	184	"IPI:IPI00845506.1"	"PI16"	"Isoform 2 of Peptidase inhibitor 16 precursor"
"471"	185	"IPI:IPI00382501.1"	"-"	"Ig heavy chain V-III region DOB"
"472"	185	"IPI:IPI00382500.1"	"-"	"Ig heavy chain V-III region GAL"
"473"	186	"IPI:IPI00657670.1"	"-"	"13 kDa protein"
"474"	186	"IPI:IPI00021857.1"	"APOC3"	"Apolipoprotein C-III precursor"
"475"	187	"IPI:IPI00045816.1"	"-"	"CDNA FLJ14761 fis, clone NT2RP3003302"
"476"	188	"IPI:IPI00029235.1"	"IGFBP6"	"Insulin-like growth factor-binding protein 6 precursor"
"477"	189	"IPI:IPI00011832.1"	"SPP2"	"Secreted phosphoprotein 24 precursor"
"478"	190	"IPI:IPI00072917.2"	"COL6A3"	"alpha 3 type VI collagen isoform 3 precursor"
"479"	190	"IPI:IPI00022200.2"	"COL6A3"	"alpha 3 type VI collagen isoform 1 precursor"
"480"	190	"IPI:IPI00871621.1"	"COL6A3"	"322 kDa protein"
"481"	190	"IPI:IPI00376964.2"	"COL6A3"	"alpha 3 type VI collagen isoform 2 precursor"
"482"	190	"IPI:IPI00220701.3"	"COL6A3"	"Isoform 2 of Collagen alpha-3(VI) chain precursor"
"483"	190	"IPI:IPI00072918.2"	"COL6A3"	"alpha 3 type VI collagen isoform 4 precursor"
"484"	191	"IPI:IPI00292218.4"	"MST1"	"Hepatocyte growth factor-like protein precursor"
"485"	192	"IPI:IPI00740038.3"	"LOC442572"	"similar to Williams Beuren syndrome chromosome region 19"
"486"	192	"IPI:IPI00642472.1"	"-"	"34 kDa protein"
"487"	192	"IPI:IPI00303139.2"	"-"	"48 kDa protein"
"488"	192	"IPI:IPI00879310.1"	"-"	"29 kDa protein"
"489"	192	"IPI:IPI00455014.3"	"-"	"Uncharacterized protein ENSP00000342628"
"490"	192	"IPI:IPI00879001.1"	"-"	"40 kDa protein"
"491"	192	"IPI:IPI00455761.3"	"LOC441258;LOC389517;LOC728524;LOC643862;LOC730294;LOC643909;LOC730307"	"Williams Beuren syndrome chromosome region 19 pseudogene"
"492"	193	"IPI:IPI00299158.1"	"PVR"	"Isoform Alpha of Poliovirus receptor precursor"
"493"	193	"IPI:IPI00219427.1"	"PVR"	"Isoform Delta of Poliovirus receptor precursor"
"494"	193	"IPI:IPI00219426.1"	"PVR"	"Isoform Gamma of Poliovirus receptor precursor"
"495"	193	"IPI:IPI00219425.3"	"PVR"	"Isoform Beta of Poliovirus receptor precursor"
"496"	194	"IPI:IPI00440825.1"	"ABI3BP"	"Isoform 4 of Target of Nesh-SH3 precursor"
"497"	194	"IPI:IPI00440824.2"	"ABI3BP"	"Target of Nesh-SH3 precursor (Tarsh) (Nesh-binding protein) (NeshBP) (ABI gene family member 3-binding protein). Isoform 2"
"498"	194	"IPI:IPI00419966.1"	"ABI3BP"	"Isoform 2 of Target of Nesh-SH3 precursor"
"499"	194	"IPI:IPI00440822.2"	"ABI3BP"	"Isoform 1 of Target of Nesh-SH3 precursor"
"500"	195	"IPI:IPI00076597.3"	"ALKBH3"	"Isoform 1 of Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3"
"501"	195	"IPI:IPI00433171.1"	"ALKBH3"	"Isoform 2 of Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3"
"502"	196	"IPI:IPI00303364.1"	"OR4K5"	"Olfactory receptor 4K5"
"503"	197	"IPI:IPI00884416.1"	"-"	"Conserved hypothetical protein"
"504"	198	"IPI:IPI00555872.5"	"IGHV3-48"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"505"	198	"IPI:IPI00382480.1"	"-"	"Ig heavy chain V-III region BRO"
"506"	199	"IPI:IPI00555872.5"	"IGHV3-48"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"507"	199	"IPI:IPI00382480.1"	"-"	"Ig heavy chain V-III region BRO"
"508"	200	"IPI:IPI00384392.1"	"-"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"509"	201	"IPI:IPI00783287.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"510"	202	"IPI:IPI00872895.1"	"-"	"Uncharacterized protein ENSP00000381660 (Fragment)"
"511"	203	"IPI:IPI00827482.2"	"-"	"Uncharacterized protein ENSP00000348964 (Fragment)"
"512"	203	"IPI:IPI00382494.1"	"-"	"Ig heavy chain V-III region TEI"
"513"	204	"IPI:IPI00827482.2"	"-"	"Uncharacterized protein ENSP00000348964 (Fragment)"
"514"	204	"IPI:IPI00382494.1"	"-"	"Ig heavy chain V-III region TEI"
"515"	205	"IPI:IPI00385683.1"	"-"	"Ig heavy chain V-III region GAR"
"516"	206	"IPI:IPI00844239.1"	"-"	"Immunoblobulin G1 Fab heavy chain variable region (Fragment)"
"517"	207	"IPI:IPI00001399.1"	"AJAP1"	"Adherens junction-associated protein 1"
"518"	208	"IPI:IPI00001159.10"	"GCN1L1"	"GCN1-like protein 1"
"519"	209	"IPI:IPI00032293.1"	"CST3"	"Cystatin-C precursor"
"520"	210	"IPI:IPI00795625.1"	"SLMO1"	"Protein slowmo homolog 1"
"521"	211	"IPI:IPI00296645.3"	"MTTP"	"Microsomal triglyceride transfer protein large subunit precursor"
"522"	212	"IPI:IPI00555812.4"	"GC"	"Vitamin D-binding protein precursor"
"523"	213	"IPI:IPI00876888.1"	"-"	"cDNA FLJ78387"
"524"	213	"IPI:IPI00829590.1"	"-"	"Uncharacterized protein ENSP00000375044"
"525"	213	"IPI:IPI00783024.1"	"-"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"526"	213	"IPI:IPI00884004.1"	"-"	"Rheumatoid factor RF-ET12 (Fragment)"
"527"	213	"IPI:IPI00829841.1"	"-"	"13 kDa protein"
"528"	213	"IPI:IPI00827892.1"	"-"	"VH87-2 protein (Fragment)"
"529"	213	"IPI:IPI00477804.4"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"530"	213	"IPI:IPI00384404.4"	"-"	"Rheumatoid factor RF-ET9 (Fragment)"
"531"	213	"IPI:IPI00883765.1"	"-"	"Similar to Immunglobulin heavy chain variable region"
"532"	213	"IPI:IPI00783184.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"533"	214	"IPI:IPI00515041.5"	"CFH"	"Uncharacterized protein CFH"
"534"	215	"IPI:IPI00793994.1"	"IGF1"	"insulin-like growth factor 1 isoform 2 preproprotein"
"535"	215	"IPI:IPI00001610.1"	"IGF1"	"Insulin-like growth factor IA precursor"
"536"	215	"IPI:IPI00853336.1"	"IGF1"	"insulin-like growth factor 1 isoform 1 preproprotein"
"537"	215	"IPI:IPI00852675.1"	"IGF1"	"Insulin-like growth factor-I"
"538"	215	"IPI:IPI00797681.1"	"IGF1"	"15 kDa protein"
"539"	215	"IPI:IPI00433029.1"	"IGF1"	"Insulin-like growth factor IB precursor"
"540"	216	"IPI:IPI00025204.1"	"CD5L"	"CD5 antigen-like precursor"
"541"	217	"IPI:IPI00643747.1"	"C22orf30"	"Isoform 1 of Uncharacterized protein C22orf30"
"542"	217	"IPI:IPI00217178.6"	"C22orf30"	"Isoform 4 of Uncharacterized protein C22orf30"
"543"	217	"IPI:IPI00854670.1"	"C22orf30"	"Isoform 2 of Uncharacterized protein C22orf30"
"544"	218	"IPI:IPI00104907.3"	"C14orf106"	"Isoform 1 of Uncharacterized potential DNA-binding protein C14orf106"
"545"	218	"IPI:IPI00385830.3"	"C14orf106"	"Isoform 2 of Uncharacterized potential DNA-binding protein C14orf106"
"546"	219	"IPI:IPI00216780.3"	"CILP2"	"Cartilage intermediate layer protein 2 precursor"
"547"	220	"IPI:IPI00871686.1"	"CLASP2"	"Isoform 1 of CLIP-associating protein 2"
"548"	220	"IPI:IPI00478227.5"	"CLASP2"	"165 kDa protein"
"549"	220	"IPI:IPI00024382.4"	"CLASP2"	"CLIP-associating protein 2"
"550"	221	"IPI:IPI00339297.1"	"GALNT4"	"Polypeptide N-acetylgalactosaminyltransferase 4"
"551"	222	"IPI:IPI00306305.8"	"OBSL1"	"Obscurin-like 1 isoform A"
"552"	223	"IPI:IPI00854629.1"	"OBSCN"	"Isoform 6 of Obscurin"
"553"	223	"IPI:IPI00742748.1"	"OBSCN"	"Isoform 2 of Obscurin"
"554"	223	"IPI:IPI00288940.5"	"OBSCN"	"Isoform 1 of Obscurin"
"555"	224	"IPI:IPI00300244.3"	"ZCWPW1"	"zinc finger, CW type with PWWP domain 1"
"556"	225	"IPI:IPI00339242.1"	"C6orf165"	"Isoform 1 of Uncharacterized protein C6orf165"
"557"	225	"IPI:IPI00251430.1"	"C6orf165"	"Isoform 2 of Uncharacterized protein C6orf165"
"558"	226	"IPI:IPI00552756.4"	"MTIF3"	"Translation initiation factor IF-3, mitochondrial precursor"
"559"	227	"IPI:IPI00786896.1"	"NRAP"	"Isoform 4 of Nebulin-related-anchoring protein"
"560"	227	"IPI:IPI00745227.4"	"NRAP"	"Isoform 1 of Nebulin-related-anchoring protein"
"561"	227	"IPI:IPI00478974.2"	"NRAP"	"Isoform 3 of Nebulin-related-anchoring protein"
"562"	227	"IPI:IPI00398162.4"	"NRAP"	"Isoform 2 of Nebulin-related-anchoring protein"
"563"	228	"IPI:IPI00165972.3"	"CFD"	"Complement factor D preproprotein"
"564"	229	"IPI:IPI00790598.1"	"-"	"Conserved hypothetical protein"
"565"	230	"IPI:IPI00145593.7"	"NOM1"	"Nucleolar MIF4G domain-containing protein 1"
"566"	231	"IPI:IPI00872997.1"	"KIF21B"	"Isoform 1 of Kinesin-like protein KIF21B"
"567"	231	"IPI:IPI00644778.2"	"KIF21B"	"Isoform 2 of Kinesin-like protein KIF21B"
"568"	231	"IPI:IPI00397809.4"	"KIF21B"	"Kinesin-like protein KIF21B variant"
"569"	232	"IPI:IPI00303343.7"	"SCAF1"	"Splicing factor, arginine/serine-rich 19"
"570"	233	"IPI:IPI00014199.1"	"CENTB1"	"Centaurin-beta-1"
"571"	234	"IPI:IPI00853158.2"	"PRUNE2"	"prune homolog 2 isoform 1"
"572"	235	"IPI:IPI00307165.1"	"TRIM47"	"Tripartite motif-containing protein 47"
"573"	236	"IPI:IPI00749442.1"	"MYB"	"Isoform 6 of Myb proto-oncogene protein"
"574"	236	"IPI:IPI00471985.1"	"MYB"	"Isoform 2 of Myb proto-oncogene protein"
"575"	236	"IPI:IPI00420046.2"	"MYB"	"Isoform 1 of Myb proto-oncogene protein"
"576"	236	"IPI:IPI00219499.2"	"MYB"	"C-myb v-myb myeloblastosis viral oncogene homologue (avian), exon 1 and joined CDS"
"577"	236	"IPI:IPI00219497.1"	"MYB"	"Isoform 4 of Myb proto-oncogene protein"
"578"	237	"IPI:IPI00871561.1"	"MYLK3"	"MLCK protein"
"579"	237	"IPI:IPI00304648.4"	"MYLK3"	"MLCK protein"
"580"	238	"IPI:IPI00026969.4"	"SEC23IP"	"Isoform 1 of SEC23-interacting protein"
"581"	239	"IPI:IPI00872079.1"	"SFRS10"	"38 kDa protein"
"582"	240	"IPI:IPI00856005.1"	"OTUD4"	"OTU domain containing 4 protein isoform 1"
"583"	240	"IPI:IPI00399254.3"	"OTUD4"	"Isoform 1 of OTU domain-containing protein 4"
"584"	241	"IPI:IPI00867587.1"	"ANKHD1"	"Isoform 4 of Ankyrin repeat and KH domain-containing protein 1"
"585"	241	"IPI:IPI00797397.1"	"ANKHD1;EIF4EBP3"	"Isoform 1 of Ankyrin repeat and KH domain-containing protein 1"
"586"	241	"IPI:IPI00217442.2"	"ANKHD1-EIF4EBP3;EIF4EBP3"	"ANKHD1-EIF4EBP3 protein"
"587"	242	"IPI:IPI00793228.1"	"BAD"	"Uncharacterized protein BAD"
"588"	243	"IPI:IPI00845508.1"	"BAHCC1"	"BAH domain and coiled-coil containing 1"
