N	Accession	Gene_Symbol	Protein_Name	Unused
165	IPI00797482.1	UBC;RPS27A;UBB	cDNA FLJ75516, highly similar to Xenopus tropicalis ubiquitin C, mRNA	0.00
165	IPI00797400.1	UBC;RPS27A;UBB	19 kDa protein	0.00
165	IPI00796600.1	UBC;RPS27A;UBB	18 kDa protein	0.00
165	IPI00796007.1	UBC;RPS27A;UBB	17 kDa protein	0.00
165	IPI00795527.1	UBC;RPS27A;UBB	21 kDa protein	0.00
165	IPI00794925.1	UBC;RPS27A;UBB	21 kDa protein	0.00
165	IPI00794211.1	UBC;RPS27A;UBB	18 kDa protein	0.00
165	IPI00793810.1	UBC;RPS27A;UBB	19 kDa protein	0.00
165	IPI00793729.1	UBC;RPS27A;UBB	UBC protein	0.00
165	IPI00793330.1	UBC;RPS27A;UBB	12 kDa protein	0.00
165	IPI00792712.1	UBC;RPS27A;UBB	39 kDa protein	0.00
165	IPI00790633.1	UBC;RPS27A;UBB	25 kDa protein	0.00
165	IPI00789823.1	UBC;RPS27A;UBB	16 kDa protein	0.00
165	IPI00789107.1	UBC;RPS27A;UBB	30 kDa protein	0.00
165	IPI00784990.2	UBC;RPS27A;UBB	Ubiquitin C splice variant	0.00
165	IPI00744274.1	UBC;RPS27A;UBB	44 kDa protein	0.00
165	IPI00743650.1	UBC;RPS27A;UBB	44 kDa protein	0.00
165	IPI00743241.1	UBC;RPS27A;UBB	44 kDa protein	0.00
165	IPI00719280.2	UBC;RPS27A;UBB	ubiquitin B precursor	0.00
165	IPI00456429.3	UBA52	ubiquitin and ribosomal protein L40 precursor	0.00
165	IPI00879555.1	-	9 kDa protein	0.00
165	IPI00873004.1	UBA52	11 kDa protein	0.00
165	IPI00792139.1	UBC;RPS27A;UBB	9 kDa protein	0.00
165	IPI00788210.1	LOC728590	similar to ribosomal protein S27a	0.00
165	IPI00654754.1	UBC;RPS27A;UBB	RPS27A protein	0.00
165	IPI00179330.6	UBC;RPS27A;UBB	ubiquitin and ribosomal protein S27a precursor	0.00
166	IPI00073777.1	PLXDC2	Isoform 2 of Plexin domain-containing protein 2 precursor	2.00
166	IPI00044369.2	PLXDC2	Isoform 1 of Plexin domain-containing protein 2 precursor	0.00
167	IPI00219426.1	PVR	Isoform Gamma of Poliovirus receptor precursor	2.00
167	IPI00299158.1	PVR	Isoform Alpha of Poliovirus receptor precursor	0.00
167	IPI00219427.1	PVR	Isoform Delta of Poliovirus receptor precursor	0.00
167	IPI00219425.3	PVR	Isoform Beta of Poliovirus receptor precursor	0.00
168	IPI00019359.3	KRT9	Keratin, type I cytoskeletal 9	2.00
169	IPI00852826.2	APOL1	42 kDa protein	2.00
169	IPI00514475.4	APOL1	Isoform 1 of Apolipoprotein-L1 precursor	0.00
169	IPI00186903.3	APOL1	Isoform 2 of Apolipoprotein-L1 precursor	0.00
170	IPI00828192.1	CD44	Isoform 17 of CD44 antigen precursor	2.00
170	IPI00828117.1	CD44	Isoform 5 of CD44 antigen precursor	0.00
170	IPI00828064.1	CD44	Isoform 6 of CD44 antigen precursor	0.00
170	IPI00828056.1	CD44	Isoform 16 of CD44 antigen precursor	0.00
170	IPI00827658.1	CD44	Isoform 7 of CD44 antigen precursor	0.00
170	IPI00827650.1	CD44	Isoform 3 of CD44 antigen precursor	0.00
170	IPI00827555.1	CD44	Isoform 9 of CD44 antigen precursor	0.00
170	IPI00305064.1	CD44	Isoform CD44 of CD44 antigen precursor	0.00
170	IPI00827893.1	CD44	Isoform 11 of CD44 antigen precursor	0.00
170	IPI00827795.1	CD44	Isoform 8 of CD44 antigen precursor	0.00
170	IPI00419219.3	CD44	Isoform 10 of CD44 antigen precursor	0.00
170	IPI00418465.4	CD44	Isoform 4 of CD44 antigen precursor	0.00
170	IPI00828108.1	CD44	Isoform 15 of CD44 antigen precursor	0.00
170	IPI00827982.1	CD44	Isoform 13 of CD44 antigen precursor	0.00
170	IPI00827937.1	CD44	Isoform 14 of CD44 antigen precursor	0.00
170	IPI00297160.4	CD44	Isoform 12 of CD44 antigen precursor	0.00
170	IPI00798069.1	CD44	CD44 molecule	0.00
171	IPI00645234.1	SELP	Selectin P	2.00
171	IPI00644144.1	SELP	Selectin P	0.00
171	IPI00643835.1	SELP	Selectin P	0.00
171	IPI00640405.1	SELP	Selectin P	0.00
171	IPI00514796.1	SELP	Selectin P	0.00
171	IPI00514233.1	SELP	Selectin P	0.00
171	IPI00295339.3	SELP	P-selectin precursor	0.00
171	IPI00646956.1	SELP	Selectin P	0.00
171	IPI00645768.1	SELE	Selectin E	0.00
171	IPI00514728.1	SELE	Selectin E	0.00
171	IPI00514521.1	SELE	Selectin E	0.00
171	IPI00514342.1	SELE	Selectin E	0.00
171	IPI00296542.1	SELE	E-selectin precursor	0.00
171	IPI00218795.1	SELL	L-selectin precursor	0.00
172	IPI00021364.1	CFP	Properdin precursor	2.00
173	IPI00643034.2	PLTP	Isoform 1 of Phospholipid transfer protein precursor	2.00
173	IPI00217778.1	PLTP	Isoform 2 of Phospholipid transfer protein precursor	0.00
173	IPI00022733.3	PLTP	45 kDa protein	0.00
174	IPI00339297.1	GALNT4	Polypeptide N-acetylgalactosaminyltransferase 4	2.00
175	IPI00027482.1	SERPINA6	Corticosteroid-binding globulin precursor	2.00
176	IPI00216065.3	PROZ	Isoform 2 of Vitamin K-dependent protein Z precursor	2.00
176	IPI00027843.1	PROZ	Isoform 1 of Vitamin K-dependent protein Z precursor	0.00
177	IPI00029235.1	IGFBP6	Insulin-like growth factor-binding protein 6 precursor	2.00
178	IPI00019755.3	GSTO1	Glutathione transferase omega-1	2.00
179	IPI00011832.1	SPP2	Secreted phosphoprotein 24 precursor	2.00
180	IPI00794777.1	PRDX2	Uncharacterized protein PRDX2	2.00
180	IPI00027350.3	PRDX2	Peroxiredoxin-2	0.00
181	IPI00657670.1	-	13 kDa protein	2.00
181	IPI00021857.1	APOC3	Apolipoprotein C-III precursor	0.00
182	IPI00178926.2	IGJ	immunoglobulin J chain	2.00
183	IPI00022331.1	LCAT	Phosphatidylcholine-sterol acyltransferase precursor	2.00
184	IPI00152990.7	-	253 kDa protein	1.96
184	IPI00852930.1	ATG2B	ATG2 autophagy related 2 homolog B	0.00
184	IPI00872410.1	ATG2B	Autophagy-related protein 2 homolog B	0.00
185	IPI00479471.2	SPATA13	Spermatogenesis associated 13	1.83
185	IPI00043546.5	SPATA13	Spermatogenesis-associated protein 13	0.00
186	IPI00749005.2	SYNE1	1011 kDa protein	1.77
186	IPI00386444.2	SYNE1	Isoform 1 of Nesprin-1	0.01
186	IPI00745471.2	SYNE1	Spectrin-like protein of the nuclear envelope and Golgi	0.01
186	IPI00247295.3	SYNE1	Isoform 4 of Nesprin-1	0.01
186	IPI00396977.2	SYNE1	Isoform 7 of Nesprin-1	0.00
186	IPI00247297.3	SYNE1	Isoform 6 of Nesprin-1	0.00
186	IPI00640830.1	SYNE1	OTTHUMP00000017445	0.00
186	IPI00247296.1	SYNE1	Isoform 5 of Nesprin-1	0.00
186	IPI00642043.1	SYNE1	OTTHUMP00000017446	0.00
187	IPI00014898.2	PLEC1	Isoform 1 of Plectin-1	1.74
187	IPI00186711.3	PLEC1	plectin 1 isoform 6	0.00
187	IPI00398779.4	PLEC1	Isoform 4 of Plectin-1	0.00
187	IPI00398778.3	PLEC1	plectin 1 isoform 10	0.00
187	IPI00420096.4	PLEC1	plectin 1 isoform 3	0.00
187	IPI00398777.3	PLEC1	plectin 1 isoform 8	0.00
187	IPI00398776.3	PLEC1	plectin 1 isoform 7	0.00
187	IPI00398775.3	PLEC1	plectin 1 isoform 2	0.00
187	IPI00398002.5	PLEC1	plectin 1 isoform 1	0.00
188	IPI00642632.1	-	C7 protein	1.70
189	IPI00218326.1	SP100	Isoform Sp100-C of Nuclear autoantigen Sp-100	1.70
190	IPI00745209.2	C9orf131	hypothetical protein LOC138724 isoform D	1.70
190	IPI00398256.2	C9orf131	hypothetical protein LOC138724 isoform A	0.00
190	IPI00745026.1	C9orf131	hypothetical protein LOC138724 isoform B	0.00
190	IPI00744439.1	C9orf131	hypothetical protein LOC138724 isoform C	0.00
190	IPI00743999.2	C9orf131	Uncharacterized protein C9orf131 (Fragment)	0.00
191	IPI00744685.2	BTD	Uncharacterized protein BTD (Fragment)	1.70
191	IPI00218413.2	BTD	biotinidase precursor	0.00
192	IPI00257882.7	PEPD	Xaa-Pro dipeptidase	1.70
192	IPI00872063.1	PEPD	Uncharacterized protein PEPD (Fragment)	0.00
193	IPI00783862.2	BLVRB	Flavin reductase	1.70
193	IPI00219910.2	-	22 kDa protein	0.00
194	IPI00007128.1	PRKCG	Protein kinase C gamma type	1.55
195	IPI00025204.1	CD5L	CD5 antigen-like precursor	1.48
196	IPI00413958.4	FLNC	Isoform 2 of Filamin-C	1.47
196	IPI00178352.5	FLNC	Isoform 1 of Filamin-C	0.00
197	IPI00872079.1	SFRS10	38 kDa protein	1.44
198	IPI00094740.1	RNF31	Isoform 1 of RING finger protein 31	1.43
199	IPI00854664.1	RP1L1	retinitis pigmentosa 1-like 1	1.42
199	IPI00398728.1	RP1L1	Isoform 1 of Retinitis pigmentosa 1-like 1 protein	0.00
200	IPI00785200.1	-	Putative uncharacterized protein	1.40
200	IPI00784711.1	-	Putative uncharacterized protein	0.00
200	IPI00386839.1	-	Amyloid lambda 6 light chain variable region SAR (Fragment)	0.00
200	IPI00385254.1	-	Ig lambda chain V-I region WAH	0.00
200	IPI00419442.3	IGLV6-57	IGLV6-57 protein	0.00
200	IPI00382447.1	-	Ig lambda chain V-VI region AR	0.00
201	IPI00790598.1	-	Conserved hypothetical protein	1.40
202	IPI00004358.4	PYGB	Glycogen phosphorylase, brain form	1.40
202	IPI00218130.3	PYGM	Glycogen phosphorylase, muscle form	0.00
203	IPI00177820.3	SLC14A2	Urea transporter, kidney	1.40
204	IPI00019176.3	RARRES2	Retinoic acid receptor responder protein 2 precursor	1.40
205	IPI00872107.1	ILF2	Interleukin enhancer binding factor 2 variant (Fragment)	1.36
205	IPI00643578.1	ILF2	16 kDa protein	0.00
205	IPI00005198.2	ILF2	Interleukin enhancer-binding factor 2	0.00
205	IPI00641665.1	ILF2	12 kDa protein	0.00
206	IPI00217178.6	C22orf30	Isoform 4 of Uncharacterized protein C22orf30	1.33
206	IPI00643747.1	C22orf30	Isoform 1 of Uncharacterized protein C22orf30	0.00
206	IPI00854670.1	C22orf30	Isoform 2 of Uncharacterized protein C22orf30	0.00
207	IPI00337563.1	BICD1	Isoform 3 of Protein bicaudal D homolog 1	1.31
207	IPI00018368.1	BICD1	Isoform 1 of Protein bicaudal D homolog 1	0.00
208	IPI00432374.1	APLN	APELIN	1.30
209	IPI00872028.1	NUMA1	NUMA1 variant protein	1.29
209	IPI00292771.4	NUMA1	Isoform 1 of Nuclear mitotic apparatus protein 1	0.00
210	IPI00876888.1	-	cDNA FLJ78387	1.26
211	IPI00807609.1	CLEC11A	Aberrant LSLCL	1.25
212	IPI00879436.1	TCN2	47 kDa protein	1.21
212	IPI00386630.1	TCN2	TCN2 protein	0.00
212	IPI00219465.4	TCN2	Transcobalamin-2 precursor	0.00
213	IPI00013933.2	DSP	Isoform DPI of Desmoplakin	1.18
214	IPI00032328.2	KNG1	Isoform HMW of Kininogen-1 precursor	1.16
215	IPI00397836.1	GSG2	Isoform 1 of Serine/threonine-protein kinase haspin	1.16
216	IPI00787941.1	KCTD7	79 kDa protein	1.15
216	IPI00418213.1	RABGEF1	Isoform 1 of Rab5 GDP/GTP exchange factor	0.00
217	IPI00479446.1	ADAM18	Isoform 2 of ADAM 18 precursor	1.15
217	IPI00003365.1	ADAM18	Isoform 1 of ADAM 18 precursor	0.00
218	IPI00418614.2	-	67 kDa protein	1.11
219	IPI00221224.6	ANPEP	Aminopeptidase N	1.08
220	IPI00184272.1	TP63	Isoform 5 of Tumor protein 63	1.05
221	IPI00853158.2	PRUNE2	prune homolog 2 isoform 1	1.05
222	IPI00013371.1	SPRY3	Protein sprouty homolog 3	1.05
223	IPI00179757.6	KIF1C	Kinesin-like protein KIF1C	1.04
224	IPI00719643.2	SETX	Isoform 3 of Probable helicase senataxin	1.02
225	IPI00829979.1	-	Uncharacterized protein ENSP00000375008	1.00
225	IPI00739205.3	LOC652102	Ig heavy chain V-I region HG3 precursor	0.00
226	IPI00382481.1	-	Ig heavy chain V-III region BUT	1.00
227	IPI00104907.3	C14orf106	Isoform 1 of Uncharacterized potential DNA-binding protein C14orf106	1.00
228	IPI00807610.1	FAM102A	Isoform 2 of Protein FAM102A	1.00
228	IPI00411980.3	FAM102A	Isoform 1 of Protein FAM102A	0.00
229	IPI00413671.1	BCLAF1	Isoform 2 of Bcl-2-associated transcription factor 1	0.99
230	IPI00742944.2	FMN2	Formin-2	0.98
231	IPI00030915.1	USP8	Ubiquitin carboxyl-terminal hydrolase 8	0.98
232	IPI00786896.1	NRAP	Isoform 4 of Nebulin-related-anchoring protein	0.96
232	IPI00745227.4	NRAP	Isoform 1 of Nebulin-related-anchoring protein	0.00
232	IPI00478974.2	NRAP	Isoform 3 of Nebulin-related-anchoring protein	0.00
232	IPI00398162.4	NRAP	Isoform 2 of Nebulin-related-anchoring protein	0.00
233	IPI00006904.1	AVEN	Cell death regulator Aven	0.96
234	IPI00552575.1	SRRM2	Putative uncharacterized protein DKFZp667L0421	0.95
235	IPI00004416.1	CHMP2A	Charged multivesicular body protein 2a	0.94
236	IPI00335800.3	NLRP1	Isoform 2 of NACHT, LRR and PYD domains-containing protein 1	0.93
236	IPI00328123.4	NLRP1	Isoform 1 of NACHT, LRR and PYD domains-containing protein 1	0.00
237	IPI00006379.1	NOP5/NOP58	Nucleolar protein 5	0.93
238	IPI00478226.1	MACF1	Isoform 5 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	0.92
238	IPI00256861.4	MACF1	Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	0.00
239	IPI00305944.4	PTENP1	Similar to Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual- specificity protein phosphatase PTEN	0.92
240	IPI00877062.1	LMO1	LIM domain only 1 (Fragment)	0.89
241	IPI00871428.1	-	Uncharacterized protein ENSP00000381438	0.89
242	IPI00290856.4	LYVE1	Lymphatic vessel endothelial hyaluronic acid receptor 1 precursor	0.89
243	IPI00844058.2	COL9A2	49 kDa protein	0.88
244	IPI00409567.1	PKD1	Isoform 2 of Polycystin-1 precursor	0.87
244	IPI00409566.1	PKD1	Isoform 1 of Polycystin-1 precursor	0.00
244	IPI00028786.4	PKD1	Isoform 3 of Polycystin-1 precursor	0.00
245	IPI00827672.1	VWA2	Isoform 3 of von Willebrand factor A domain-containing protein 2 precursor	0.86
245	IPI00645921.1	VWA2	Isoform 2 of von Willebrand factor A domain-containing protein 2 precursor	0.00
245	IPI00394834.3	VWA2	Isoform 1 of von Willebrand factor A domain-containing protein 2 precursor	0.00
246	IPI00785084.1	IGHV4-31	Immunoglobulin heavy variable 4-31	0.83
247	IPI00827875.1	-	Lambda-chain precursor	0.82
248	IPI00216999.2	C14orf21	Pumilio domain-containing protein C14orf21	0.80
249	IPI00879352.1	-	Uncharacterized protein ENSP00000348646	0.80
249	IPI00478259.5	-	Similar to Sialic acid-binding Ig-like lectin 11 precursor	0.00
249	IPI00402004.3	-	56 kDa protein	0.00
250	IPI00873681.2	AKT3	57 kDa protein	0.79
250	IPI00872713.1	AKT3	59 kDa protein	0.00
251	IPI00872593.1	LMOD1	leiomodin 1	0.78
251	IPI00414008.4	LMOD1	70 kDa protein	0.00
252	IPI00294501.1	DHCR7	7-dehydrocholesterol reductase	0.77
253	IPI00477896.1	SLC26A6	Anchor protein	0.76
254	IPI00641363.1	SPTA1	Spectrin, alpha, erythrocytic 1	0.73
254	IPI00220741.6	SPTA1	spectrin, alpha, erythrocytic 1	0.00
255	IPI00852848.3	FRMD4B	FERM domain containing 4B	0.72
256	IPI00872008.1	TMTC4	Uncharacterized protein TMTC4	0.71
256	IPI00646732.2	TMTC4	Isoform 1 of Transmembrane and TPR repeat-containing protein 4	0.00
256	IPI00514153.3	TMTC4	transmembrane and tetratricopeptide repeat containing 4 isoform 1	0.00
257	IPI00792611.2	KIAA0802	Isoform 1 of Uncharacterized protein KIAA0802	0.70
258	IPI00844523.1	MICALCL	Isoform 1 of MICAL C-terminal-like protein	0.70
258	IPI00844270.1	MICALCL	Isoform 3 of MICAL C-terminal-like protein	0.00
258	IPI00816344.2	MICALCL	Isoform 2 of MICAL C-terminal-like protein	0.00
259	IPI00843995.1	AGBL3	Isoform 1 of Cytosolic carboxypeptidase 3	0.70
260	IPI00028083.1	EIF2B2	Translation initiation factor eIF-2B subunit beta	0.70
261	IPI00028122.1	PSIP1	Isoform 1 of PC4 and SFRS1-interacting protein	0.70
262	IPI00853448.1	RBM39	Uncharacterized protein RBM39	0.70
262	IPI00328524.1	DKFZp451M2119	Putative uncharacterized protein DKFZp451M2119	0.00
