"N"	"Accession"	"Gene_Symbol"	"Protein_Name"
"296"	145	"IPI:IPI00010471.5"	"LCP1"	"Plastin-2"
"297"	145	"IPI:IPI00646259.1"	"LCP1"	"Lymphocyte cytosolic protein 1"
"298"	146	"IPI:IPI00783993.1"	"IGHA2"	"IGHA2 protein"
"299"	146	"IPI:IPI00384952.1"	"-"	"Putative uncharacterized protein DKFZp686K04218 (Fragment)"
"300"	146	"IPI:IPI00785067.1"	"IGH@"	"IGH@ protein"
"301"	146	"IPI:IPI00784950.1"	"LOC100126583"	"Putative uncharacterized protein DKFZp686L19235"
"302"	146	"IPI:IPI00784830.1"	"LOC100126583"	"CDNA FLJ41981 fis, clone SMINT2011888, highly similar to Protein Tro alpha1 H,myeloma"
"303"	146	"IPI:IPI00784758.1"	"LOC100126583"	"Putative uncharacterized protein DKFZp686M08189"
"304"	146	"IPI:IPI00784969.1"	"LOC100126583"	"Putative uncharacterized protein"
"305"	146	"IPI:IPI00642017.1"	"IGHA2"	"Putative uncharacterized protein DKFZp686C02218 (Fragment)"
"306"	146	"IPI:IPI00641229.3"	"IGHA2"	"Ig alpha-2 chain C region"
"307"	146	"IPI:IPI00423461.3"	"IGHA2"	"Putative uncharacterized protein DKFZp686C02220 (Fragment)"
"308"	146	"IPI:IPI00829711.1"	"IGHA2"	"Uncharacterized protein IGHA2 (Fragment)"
"309"	147	"IPI:IPI00644296.1"	"TNXB"	"Tenascin XB"
"310"	147	"IPI:IPI00743248.5"	"TNXB"	"DJ34F7.1.1"
"311"	147	"IPI:IPI00025276.1"	"TNXB"	"Isoform XB of Tenascin-X precursor"
"312"	148	"IPI:IPI00784807.1"	"-"	"Putative uncharacterized protein"
"313"	148	"IPI:IPI00399007.5"	"IGHG2"	"Putative uncharacterized protein DKFZp686I04196 (Fragment)"
"314"	148	"IPI:IPI00426051.3"	"-"	"Putative uncharacterized protein DKFZp686C15213"
"315"	148	"IPI:IPI00784942.1"	"-"	"Putative uncharacterized protein DKFZp686E23209"
"316"	148	"IPI:IPI00829767.1"	"IGHG2"	"Uncharacterized protein IGHG2 (Fragment)"
"317"	149	"IPI:IPI00303335.1"	"NEB"	"Nebulin"
"318"	149	"IPI:IPI00873123.1"	"NEB"	"nebulin"
"319"	149	"IPI:IPI00384095.1"	"NEB"	"NEB protein (Fragment)"
"320"	150	"IPI:IPI00449028.2"	"ADAMTS13"	"Isoform 1 of ADAMTS-13 precursor"
"321"	150	"IPI:IPI00453457.2"	"ADAMTS13"	"Isoform 2 of ADAMTS-13 precursor"
"322"	150	"IPI:IPI00427822.2"	"ADAMTS13"	"Isoform 3 of ADAMTS-13 precursor"
"323"	150	"IPI:IPI00645987.1"	"ADAMTS13"	"25 kDa protein"
"324"	150	"IPI:IPI00642388.1"	"ADAMTS13"	"ADAMTS13 protein"
"325"	151	"IPI:IPI00423462.5"	"IGHV3OR16-13;IGHA1"	"Putative uncharacterized protein DKFZp686K18196 (Fragment)"
"326"	151	"IPI:IPI00784817.1"	"IGHV4-31"	"Anti-RhD monoclonal T125 gamma1 heavy chain precursor"
"327"	151	"IPI:IPI00477090.6"	"IGHM"	"IGHM protein"
"328"	151	"IPI:IPI00829976.1"	"-"	"13 kDa protein"
"329"	151	"IPI:IPI00829806.1"	"SCFV"	"Immunglobulin heavy chain variable region (Fragment)"
"330"	151	"IPI:IPI00829747.1"	"-"	"Similar to Immunglobulin heavy chain variable region"
"331"	151	"IPI:IPI00827960.1"	"-"	"Immunglobulin heavy chain precursor (Fragment)"
"332"	151	"IPI:IPI00736507.2"	"IGHV3-30"	"Immunglobulin heavy chain variable region (Fragment)"
"333"	151	"IPI:IPI00784513.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"334"	151	"IPI:IPI00783023.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"335"	151	"IPI:IPI00828061.1"	"-"	"Anti-mucin1 heavy chain variable region (Fragment)"
"336"	151	"IPI:IPI00884022.1"	"-"	"Similar to Immunglobulin heavy chain variable region"
"337"	151	"IPI:IPI00783471.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"338"	151	"IPI:IPI00783451.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"339"	151	"IPI:IPI00783909.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"340"	151	"IPI:IPI00783244.1"	"IGHV3-30"	"Immunglobulin heavy chain variable region (Fragment)"
"341"	151	"IPI:IPI00748665.3"	"IGHV3-30"	"Immunglobulin heavy chain variable region (Fragment)"
"342"	151	"IPI:IPI00413194.1"	"-"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"343"	151	"IPI:IPI00783818.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"344"	151	"IPI:IPI00884080.1"	"-"	"Similar to Immunglobulin heavy chain variable region"
"345"	151	"IPI:IPI00783116.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"346"	151	"IPI:IPI00382489.1"	"-"	"Ig heavy chain V-III region KOL"
"347"	151	"IPI:IPI00384400.1"	"-"	"Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"348"	151	"IPI:IPI00783393.1"	"-"	"Immunglobulin heavy chain variable region (Fragment)"
"349"	151	"IPI:IPI00827846.1"	"-"	"Anti-mucin1 heavy chain variable region (Fragment)"
"350"	152	"IPI:IPI00024284.4"	"HSPG2"	"Basement membrane-specific heparan sulfate proteoglycan core protein precursor"
"351"	153	"IPI:IPI00395488.2"	"VASN"	"Vasorin precursor"
"352"	154	"IPI:IPI00009865.2"	"KRT10"	"Keratin, type I cytoskeletal 10"
"353"	155	"IPI:IPI00879084.1"	"CP"	"20 kDa protein"
"354"	156	"IPI:IPI00418163.3"	"C4B"	"C4B1"
"355"	157	"IPI:IPI00654875.1"	"C4B"	"Complement C4-B precursor"
"356"	157	"IPI:IPI00032258.4"	"C4A;C4B"	"Complement C4-A precursor"
"357"	158	"IPI:IPI00742696.2"	"GC"	"vitamin D-binding protein precursor"
"358"	159	"IPI:IPI00430847.1"	"IGKC"	"IGKC protein"
"359"	159	"IPI:IPI00003470.1"	"-"	"Ig kappa chain V-I region Wes"
"360"	159	"IPI:IPI00829650.1"	"-"	"Similar to Ig kappa chain V-I region HK101 precursor"
"361"	160	"IPI:IPI00827488.1"	"IGKC"	"IGKC protein"
"362"	160	"IPI:IPI00829873.1"	"-"	"13 kDa protein"
"363"	161	"IPI:IPI00385264.1"	"-"	"Ig mu heavy chain disease protein"
"364"	162	"IPI:IPI00169276.2"	"-"	"Trypsinogen C"
"365"	163	"IPI:IPI00296537.3"	"FBLN1"	"Isoform C of Fibulin-1 precursor"
"366"	164	"IPI:IPI00829836.1"	"-"	"Uncharacterized protein ENSP00000374797"
"367"	164	"IPI:IPI00385555.1"	"-"	"Ig kappa chain V-I region BAN"
"368"	165	"IPI:IPI00397808.3"	"LOC388720"	"similar to ubiquitin and ribosomal protein S27a precursor"
"369"	165	"IPI:IPI00418813.2"	"-"	"CDNA FLJ46113 fis, clone TESTI2036285, highly similar to Rattus norvegicus ubiquitin C"
"370"	165	"IPI:IPI00794205.1"	"-"	"26 kDa protein"
"371"	165	"IPI:IPI00873444.1"	"UBC;RPS27A;UBB"	"79 kDa protein"
"372"	165	"IPI:IPI00798155.3"	"UBC;RPS27A;UBB"	"Ubiquitin C splice variant"
"373"	165	"IPI:IPI00798127.1"	"UBC;RPS27A;UBB"	"ubiquitin C"
"374"	165	"IPI:IPI00797482.1"	"UBC;RPS27A;UBB"	"cDNA FLJ75516, highly similar to Xenopus tropicalis ubiquitin C, mRNA"
"375"	165	"IPI:IPI00797400.1"	"UBC;RPS27A;UBB"	"19 kDa protein"
"376"	165	"IPI:IPI00796600.1"	"UBC;RPS27A;UBB"	"18 kDa protein"
"377"	165	"IPI:IPI00796007.1"	"UBC;RPS27A;UBB"	"17 kDa protein"
"378"	165	"IPI:IPI00795527.1"	"UBC;RPS27A;UBB"	"21 kDa protein"
"379"	165	"IPI:IPI00794925.1"	"UBC;RPS27A;UBB"	"21 kDa protein"
"380"	165	"IPI:IPI00794211.1"	"UBC;RPS27A;UBB"	"18 kDa protein"
"381"	165	"IPI:IPI00793810.1"	"UBC;RPS27A;UBB"	"19 kDa protein"
"382"	165	"IPI:IPI00793729.1"	"UBC;RPS27A;UBB"	"UBC protein"
"383"	165	"IPI:IPI00793330.1"	"UBC;RPS27A;UBB"	"12 kDa protein"
"384"	165	"IPI:IPI00792712.1"	"UBC;RPS27A;UBB"	"39 kDa protein"
"385"	165	"IPI:IPI00790633.1"	"UBC;RPS27A;UBB"	"25 kDa protein"
"386"	165	"IPI:IPI00789823.1"	"UBC;RPS27A;UBB"	"16 kDa protein"
"387"	165	"IPI:IPI00789107.1"	"UBC;RPS27A;UBB"	"30 kDa protein"
"388"	165	"IPI:IPI00784990.2"	"UBC;RPS27A;UBB"	"Ubiquitin C splice variant"
"389"	165	"IPI:IPI00744274.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"390"	165	"IPI:IPI00743650.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"391"	165	"IPI:IPI00743241.1"	"UBC;RPS27A;UBB"	"44 kDa protein"
"392"	165	"IPI:IPI00719280.2"	"UBC;RPS27A;UBB"	"ubiquitin B precursor"
"393"	165	"IPI:IPI00456429.3"	"UBA52"	"ubiquitin and ribosomal protein L40 precursor"
"394"	165	"IPI:IPI00879555.1"	"-"	"9 kDa protein"
"395"	165	"IPI:IPI00873004.1"	"UBA52"	"11 kDa protein"
"396"	165	"IPI:IPI00792139.1"	"UBC;RPS27A;UBB"	"9 kDa protein"
"397"	165	"IPI:IPI00788210.1"	"LOC728590"	"similar to ribosomal protein S27a"
"398"	165	"IPI:IPI00654754.1"	"UBC;RPS27A;UBB"	"RPS27A protein"
"399"	165	"IPI:IPI00179330.6"	"UBC;RPS27A;UBB"	"ubiquitin and ribosomal protein S27a precursor"
"400"	166	"IPI:IPI00073777.1"	"PLXDC2"	"Isoform 2 of Plexin domain-containing protein 2 precursor"
"401"	166	"IPI:IPI00044369.2"	"PLXDC2"	"Isoform 1 of Plexin domain-containing protein 2 precursor"
"402"	167	"IPI:IPI00219426.1"	"PVR"	"Isoform Gamma of Poliovirus receptor precursor"
"403"	167	"IPI:IPI00299158.1"	"PVR"	"Isoform Alpha of Poliovirus receptor precursor"
"404"	167	"IPI:IPI00219427.1"	"PVR"	"Isoform Delta of Poliovirus receptor precursor"
"405"	167	"IPI:IPI00219425.3"	"PVR"	"Isoform Beta of Poliovirus receptor precursor"
"406"	168	"IPI:IPI00019359.3"	"KRT9"	"Keratin, type I cytoskeletal 9"
"407"	169	"IPI:IPI00852826.2"	"APOL1"	"42 kDa protein"
"408"	169	"IPI:IPI00514475.4"	"APOL1"	"Isoform 1 of Apolipoprotein-L1 precursor"
"409"	169	"IPI:IPI00186903.3"	"APOL1"	"Isoform 2 of Apolipoprotein-L1 precursor"
"410"	170	"IPI:IPI00828192.1"	"CD44"	"Isoform 17 of CD44 antigen precursor"
"411"	170	"IPI:IPI00828117.1"	"CD44"	"Isoform 5 of CD44 antigen precursor"
"412"	170	"IPI:IPI00828064.1"	"CD44"	"Isoform 6 of CD44 antigen precursor"
"413"	170	"IPI:IPI00828056.1"	"CD44"	"Isoform 16 of CD44 antigen precursor"
"414"	170	"IPI:IPI00827658.1"	"CD44"	"Isoform 7 of CD44 antigen precursor"
"415"	170	"IPI:IPI00827650.1"	"CD44"	"Isoform 3 of CD44 antigen precursor"
"416"	170	"IPI:IPI00827555.1"	"CD44"	"Isoform 9 of CD44 antigen precursor"
"417"	170	"IPI:IPI00305064.1"	"CD44"	"Isoform CD44 of CD44 antigen precursor"
"418"	170	"IPI:IPI00827893.1"	"CD44"	"Isoform 11 of CD44 antigen precursor"
"419"	170	"IPI:IPI00827795.1"	"CD44"	"Isoform 8 of CD44 antigen precursor"
"420"	170	"IPI:IPI00419219.3"	"CD44"	"Isoform 10 of CD44 antigen precursor"
"421"	170	"IPI:IPI00418465.4"	"CD44"	"Isoform 4 of CD44 antigen precursor"
"422"	170	"IPI:IPI00828108.1"	"CD44"	"Isoform 15 of CD44 antigen precursor"
"423"	170	"IPI:IPI00827982.1"	"CD44"	"Isoform 13 of CD44 antigen precursor"
"424"	170	"IPI:IPI00827937.1"	"CD44"	"Isoform 14 of CD44 antigen precursor"
"425"	170	"IPI:IPI00297160.4"	"CD44"	"Isoform 12 of CD44 antigen precursor"
"426"	170	"IPI:IPI00798069.1"	"CD44"	"CD44 molecule"
"427"	171	"IPI:IPI00645234.1"	"SELP"	"Selectin P"
"428"	171	"IPI:IPI00644144.1"	"SELP"	"Selectin P"
"429"	171	"IPI:IPI00643835.1"	"SELP"	"Selectin P"
"430"	171	"IPI:IPI00640405.1"	"SELP"	"Selectin P"
"431"	171	"IPI:IPI00514796.1"	"SELP"	"Selectin P"
"432"	171	"IPI:IPI00514233.1"	"SELP"	"Selectin P"
"433"	171	"IPI:IPI00295339.3"	"SELP"	"P-selectin precursor"
"434"	171	"IPI:IPI00646956.1"	"SELP"	"Selectin P"
"435"	171	"IPI:IPI00645768.1"	"SELE"	"Selectin E"
"436"	171	"IPI:IPI00514728.1"	"SELE"	"Selectin E"
"437"	171	"IPI:IPI00514521.1"	"SELE"	"Selectin E"
"438"	171	"IPI:IPI00514342.1"	"SELE"	"Selectin E"
"439"	171	"IPI:IPI00296542.1"	"SELE"	"E-selectin precursor"
"440"	171	"IPI:IPI00218795.1"	"SELL"	"L-selectin precursor"
"441"	172	"IPI:IPI00021364.1"	"CFP"	"Properdin precursor"
"442"	173	"IPI:IPI00643034.2"	"PLTP"	"Isoform 1 of Phospholipid transfer protein precursor"
"443"	173	"IPI:IPI00217778.1"	"PLTP"	"Isoform 2 of Phospholipid transfer protein precursor"
"444"	173	"IPI:IPI00022733.3"	"PLTP"	"45 kDa protein"
"445"	174	"IPI:IPI00339297.1"	"GALNT4"	"Polypeptide N-acetylgalactosaminyltransferase 4"
"446"	175	"IPI:IPI00027482.1"	"SERPINA6"	"Corticosteroid-binding globulin precursor"
"447"	176	"IPI:IPI00216065.3"	"PROZ"	"Isoform 2 of Vitamin K-dependent protein Z precursor"
"448"	176	"IPI:IPI00027843.1"	"PROZ"	"Isoform 1 of Vitamin K-dependent protein Z precursor"
"449"	177	"IPI:IPI00029235.1"	"IGFBP6"	"Insulin-like growth factor-binding protein 6 precursor"
"450"	178	"IPI:IPI00019755.3"	"GSTO1"	"Glutathione transferase omega-1"
"451"	179	"IPI:IPI00011832.1"	"SPP2"	"Secreted phosphoprotein 24 precursor"
"452"	180	"IPI:IPI00794777.1"	"PRDX2"	"Uncharacterized protein PRDX2"
"453"	180	"IPI:IPI00027350.3"	"PRDX2"	"Peroxiredoxin-2"
"454"	181	"IPI:IPI00657670.1"	"-"	"13 kDa protein"
"455"	181	"IPI:IPI00021857.1"	"APOC3"	"Apolipoprotein C-III precursor"
"456"	182	"IPI:IPI00178926.2"	"IGJ"	"immunoglobulin J chain"
"457"	183	"IPI:IPI00022331.1"	"LCAT"	"Phosphatidylcholine-sterol acyltransferase precursor"
"458"	184	"IPI:IPI00152990.7"	"-"	"253 kDa protein"
"459"	184	"IPI:IPI00852930.1"	"ATG2B"	"ATG2 autophagy related 2 homolog B"
"460"	184	"IPI:IPI00872410.1"	"ATG2B"	"Autophagy-related protein 2 homolog B"
"461"	185	"IPI:IPI00479471.2"	"SPATA13"	"Spermatogenesis associated 13"
"462"	185	"IPI:IPI00043546.5"	"SPATA13"	"Spermatogenesis-associated protein 13"
"463"	186	"IPI:IPI00749005.2"	"SYNE1"	"1011 kDa protein"
"464"	186	"IPI:IPI00386444.2"	"SYNE1"	"Isoform 1 of Nesprin-1"
"465"	186	"IPI:IPI00745471.2"	"SYNE1"	"Spectrin-like protein of the nuclear envelope and Golgi"
"466"	186	"IPI:IPI00247295.3"	"SYNE1"	"Isoform 4 of Nesprin-1"
"467"	186	"IPI:IPI00396977.2"	"SYNE1"	"Isoform 7 of Nesprin-1"
"468"	186	"IPI:IPI00247297.3"	"SYNE1"	"Isoform 6 of Nesprin-1"
"469"	186	"IPI:IPI00640830.1"	"SYNE1"	"OTTHUMP00000017445"
"470"	186	"IPI:IPI00247296.1"	"SYNE1"	"Isoform 5 of Nesprin-1"
"471"	186	"IPI:IPI00642043.1"	"SYNE1"	"OTTHUMP00000017446"
"472"	187	"IPI:IPI00014898.2"	"PLEC1"	"Isoform 1 of Plectin-1"
"473"	187	"IPI:IPI00186711.3"	"PLEC1"	"plectin 1 isoform 6"
"474"	187	"IPI:IPI00398779.4"	"PLEC1"	"Isoform 4 of Plectin-1"
"475"	187	"IPI:IPI00398778.3"	"PLEC1"	"plectin 1 isoform 10"
"476"	187	"IPI:IPI00420096.4"	"PLEC1"	"plectin 1 isoform 3"
"477"	187	"IPI:IPI00398777.3"	"PLEC1"	"plectin 1 isoform 8"
"478"	187	"IPI:IPI00398776.3"	"PLEC1"	"plectin 1 isoform 7"
"479"	187	"IPI:IPI00398775.3"	"PLEC1"	"plectin 1 isoform 2"
"480"	187	"IPI:IPI00398002.5"	"PLEC1"	"plectin 1 isoform 1"
"481"	188	"IPI:IPI00642632.1"	"-"	"C7 protein"
"482"	189	"IPI:IPI00218326.1"	"SP100"	"Isoform Sp100-C of Nuclear autoantigen Sp-100"
"483"	190	"IPI:IPI00745209.2"	"C9orf131"	"hypothetical protein LOC138724 isoform D"
"484"	190	"IPI:IPI00398256.2"	"C9orf131"	"hypothetical protein LOC138724 isoform A"
"485"	190	"IPI:IPI00745026.1"	"C9orf131"	"hypothetical protein LOC138724 isoform B"
"486"	190	"IPI:IPI00744439.1"	"C9orf131"	"hypothetical protein LOC138724 isoform C"
"487"	190	"IPI:IPI00743999.2"	"C9orf131"	"Uncharacterized protein C9orf131 (Fragment)"
"488"	191	"IPI:IPI00744685.2"	"BTD"	"Uncharacterized protein BTD (Fragment)"
"489"	191	"IPI:IPI00218413.2"	"BTD"	"biotinidase precursor"
"490"	192	"IPI:IPI00257882.7"	"PEPD"	"Xaa-Pro dipeptidase"
"491"	192	"IPI:IPI00872063.1"	"PEPD"	"Uncharacterized protein PEPD (Fragment)"
"492"	193	"IPI:IPI00783862.2"	"BLVRB"	"Flavin reductase"
"493"	193	"IPI:IPI00219910.2"	"-"	"22 kDa protein"
"494"	194	"IPI:IPI00007128.1"	"PRKCG"	"Protein kinase C gamma type"
"495"	195	"IPI:IPI00025204.1"	"CD5L"	"CD5 antigen-like precursor"
"496"	196	"IPI:IPI00413958.4"	"FLNC"	"Isoform 2 of Filamin-C"
"497"	196	"IPI:IPI00178352.5"	"FLNC"	"Isoform 1 of Filamin-C"
"498"	197	"IPI:IPI00872079.1"	"SFRS10"	"38 kDa protein"
"499"	198	"IPI:IPI00094740.1"	"RNF31"	"Isoform 1 of RING finger protein 31"
"500"	199	"IPI:IPI00854664.1"	"RP1L1"	"retinitis pigmentosa 1-like 1"
"501"	199	"IPI:IPI00398728.1"	"RP1L1"	"Isoform 1 of Retinitis pigmentosa 1-like 1 protein"
"502"	200	"IPI:IPI00785200.1"	"-"	"Putative uncharacterized protein"
"503"	200	"IPI:IPI00784711.1"	"-"	"Putative uncharacterized protein"
"504"	200	"IPI:IPI00386839.1"	"-"	"Amyloid lambda 6 light chain variable region SAR (Fragment)"
"505"	200	"IPI:IPI00385254.1"	"-"	"Ig lambda chain V-I region WAH"
"506"	200	"IPI:IPI00419442.3"	"IGLV6-57"	"IGLV6-57 protein"
"507"	200	"IPI:IPI00382447.1"	"-"	"Ig lambda chain V-VI region AR"
"508"	201	"IPI:IPI00790598.1"	"-"	"Conserved hypothetical protein"
"509"	202	"IPI:IPI00004358.4"	"PYGB"	"Glycogen phosphorylase, brain form"
"510"	202	"IPI:IPI00218130.3"	"PYGM"	"Glycogen phosphorylase, muscle form"
"511"	203	"IPI:IPI00177820.3"	"SLC14A2"	"Urea transporter, kidney"
"512"	204	"IPI:IPI00019176.3"	"RARRES2"	"Retinoic acid receptor responder protein 2 precursor"
"513"	205	"IPI:IPI00872107.1"	"ILF2"	"Interleukin enhancer binding factor 2 variant (Fragment)"
"514"	205	"IPI:IPI00643578.1"	"ILF2"	"16 kDa protein"
"515"	205	"IPI:IPI00005198.2"	"ILF2"	"Interleukin enhancer-binding factor 2"
"516"	205	"IPI:IPI00641665.1"	"ILF2"	"12 kDa protein"
"517"	206	"IPI:IPI00217178.6"	"C22orf30"	"Isoform 4 of Uncharacterized protein C22orf30"
"518"	206	"IPI:IPI00643747.1"	"C22orf30"	"Isoform 1 of Uncharacterized protein C22orf30"
"519"	206	"IPI:IPI00854670.1"	"C22orf30"	"Isoform 2 of Uncharacterized protein C22orf30"
"520"	207	"IPI:IPI00337563.1"	"BICD1"	"Isoform 3 of Protein bicaudal D homolog 1"
"521"	207	"IPI:IPI00018368.1"	"BICD1"	"Isoform 1 of Protein bicaudal D homolog 1"
"522"	208	"IPI:IPI00432374.1"	"APLN"	"APELIN"
"523"	209	"IPI:IPI00872028.1"	"NUMA1"	"NUMA1 variant protein"
"524"	209	"IPI:IPI00292771.4"	"NUMA1"	"Isoform 1 of Nuclear mitotic apparatus protein 1"
"525"	210	"IPI:IPI00876888.1"	"-"	"cDNA FLJ78387"
"526"	211	"IPI:IPI00807609.1"	"CLEC11A"	"Aberrant LSLCL"
"527"	212	"IPI:IPI00879436.1"	"TCN2"	"47 kDa protein"
"528"	212	"IPI:IPI00386630.1"	"TCN2"	"TCN2 protein"
"529"	212	"IPI:IPI00219465.4"	"TCN2"	"Transcobalamin-2 precursor"
"530"	213	"IPI:IPI00013933.2"	"DSP"	"Isoform DPI of Desmoplakin"
"531"	214	"IPI:IPI00032328.2"	"KNG1"	"Isoform HMW of Kininogen-1 precursor"
"532"	215	"IPI:IPI00397836.1"	"GSG2"	"Isoform 1 of Serine/threonine-protein kinase haspin"
"533"	216	"IPI:IPI00787941.1"	"KCTD7"	"79 kDa protein"
"534"	216	"IPI:IPI00418213.1"	"RABGEF1"	"Isoform 1 of Rab5 GDP/GTP exchange factor"
"535"	217	"IPI:IPI00479446.1"	"ADAM18"	"Isoform 2 of ADAM 18 precursor"
"536"	217	"IPI:IPI00003365.1"	"ADAM18"	"Isoform 1 of ADAM 18 precursor"
"537"	218	"IPI:IPI00418614.2"	"-"	"67 kDa protein"
"538"	219	"IPI:IPI00221224.6"	"ANPEP"	"Aminopeptidase N"
"539"	220	"IPI:IPI00184272.1"	"TP63"	"Isoform 5 of Tumor protein 63"
"540"	221	"IPI:IPI00853158.2"	"PRUNE2"	"prune homolog 2 isoform 1"
"541"	222	"IPI:IPI00013371.1"	"SPRY3"	"Protein sprouty homolog 3"
"542"	223	"IPI:IPI00179757.6"	"KIF1C"	"Kinesin-like protein KIF1C"
"543"	224	"IPI:IPI00719643.2"	"SETX"	"Isoform 3 of Probable helicase senataxin"
"544"	225	"IPI:IPI00829979.1"	"-"	"Uncharacterized protein ENSP00000375008"
"545"	225	"IPI:IPI00739205.3"	"LOC652102"	"Ig heavy chain V-I region HG3 precursor"
"546"	226	"IPI:IPI00382481.1"	"-"	"Ig heavy chain V-III region BUT"
"547"	227	"IPI:IPI00104907.3"	"C14orf106"	"Isoform 1 of Uncharacterized potential DNA-binding protein C14orf106"
"548"	228	"IPI:IPI00807610.1"	"FAM102A"	"Isoform 2 of Protein FAM102A"
"549"	228	"IPI:IPI00411980.3"	"FAM102A"	"Isoform 1 of Protein FAM102A"
"550"	229	"IPI:IPI00413671.1"	"BCLAF1"	"Isoform 2 of Bcl-2-associated transcription factor 1"
"551"	230	"IPI:IPI00742944.2"	"FMN2"	"Formin-2"
"552"	231	"IPI:IPI00030915.1"	"USP8"	"Ubiquitin carboxyl-terminal hydrolase 8"
"553"	232	"IPI:IPI00786896.1"	"NRAP"	"Isoform 4 of Nebulin-related-anchoring protein"
"554"	232	"IPI:IPI00745227.4"	"NRAP"	"Isoform 1 of Nebulin-related-anchoring protein"
"555"	232	"IPI:IPI00478974.2"	"NRAP"	"Isoform 3 of Nebulin-related-anchoring protein"
"556"	232	"IPI:IPI00398162.4"	"NRAP"	"Isoform 2 of Nebulin-related-anchoring protein"
"557"	233	"IPI:IPI00006904.1"	"AVEN"	"Cell death regulator Aven"
"558"	234	"IPI:IPI00552575.1"	"SRRM2"	"Putative uncharacterized protein DKFZp667L0421"
"559"	235	"IPI:IPI00004416.1"	"CHMP2A"	"Charged multivesicular body protein 2a"
"560"	236	"IPI:IPI00335800.3"	"NLRP1"	"Isoform 2 of NACHT, LRR and PYD domains-containing protein 1"
"561"	236	"IPI:IPI00328123.4"	"NLRP1"	"Isoform 1 of NACHT, LRR and PYD domains-containing protein 1"
"562"	237	"IPI:IPI00006379.1"	"NOP5/NOP58"	"Nucleolar protein 5"
"563"	238	"IPI:IPI00478226.1"	"MACF1"	"Isoform 5 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"
"564"	238	"IPI:IPI00256861.4"	"MACF1"	"Isoform 2 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"
"565"	239	"IPI:IPI00305944.4"	"PTENP1"	"Similar to Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual- specificity protein phosphatase PTEN"
"566"	240	"IPI:IPI00877062.1"	"LMO1"	"LIM domain only 1 (Fragment)"
"567"	241	"IPI:IPI00871428.1"	"-"	"Uncharacterized protein ENSP00000381438"
"568"	242	"IPI:IPI00290856.4"	"LYVE1"	"Lymphatic vessel endothelial hyaluronic acid receptor 1 precursor"
"569"	243	"IPI:IPI00844058.2"	"COL9A2"	"49 kDa protein"
"570"	244	"IPI:IPI00409567.1"	"PKD1"	"Isoform 2 of Polycystin-1 precursor"
"571"	244	"IPI:IPI00409566.1"	"PKD1"	"Isoform 1 of Polycystin-1 precursor"
"572"	244	"IPI:IPI00028786.4"	"PKD1"	"Isoform 3 of Polycystin-1 precursor"
"573"	245	"IPI:IPI00827672.1"	"VWA2"	"Isoform 3 of von Willebrand factor A domain-containing protein 2 precursor"
"574"	245	"IPI:IPI00645921.1"	"VWA2"	"Isoform 2 of von Willebrand factor A domain-containing protein 2 precursor"
"575"	245	"IPI:IPI00394834.3"	"VWA2"	"Isoform 1 of von Willebrand factor A domain-containing protein 2 precursor"
"576"	246	"IPI:IPI00785084.1"	"IGHV4-31"	"Immunoglobulin heavy variable 4-31"
"577"	247	"IPI:IPI00827875.1"	"-"	"Lambda-chain precursor"
"578"	248	"IPI:IPI00216999.2"	"C14orf21"	"Pumilio domain-containing protein C14orf21"
"579"	249	"IPI:IPI00879352.1"	"-"	"Uncharacterized protein ENSP00000348646"
"580"	249	"IPI:IPI00478259.5"	"-"	"Similar to Sialic acid-binding Ig-like lectin 11 precursor"
"581"	249	"IPI:IPI00402004.3"	"-"	"56 kDa protein"
"582"	250	"IPI:IPI00873681.2"	"AKT3"	"57 kDa protein"
"583"	250	"IPI:IPI00872713.1"	"AKT3"	"59 kDa protein"
"584"	251	"IPI:IPI00872593.1"	"LMOD1"	"leiomodin 1"
"585"	251	"IPI:IPI00414008.4"	"LMOD1"	"70 kDa protein"
"586"	252	"IPI:IPI00294501.1"	"DHCR7"	"7-dehydrocholesterol reductase"
"587"	253	"IPI:IPI00477896.1"	"SLC26A6"	"Anchor protein"
"588"	254	"IPI:IPI00641363.1"	"SPTA1"	"Spectrin, alpha, erythrocytic 1"
"589"	254	"IPI:IPI00220741.6"	"SPTA1"	"spectrin, alpha, erythrocytic 1"
"590"	255	"IPI:IPI00852848.3"	"FRMD4B"	"FERM domain containing 4B"
"591"	256	"IPI:IPI00872008.1"	"TMTC4"	"Uncharacterized protein TMTC4"
